seq_id,sq_ft_raw,total_bedrooms,median_price_usd,ocean_proximity
100687,1113.3,,335243.62,NEAR BAY
100688,310.3,2,129164.12,<1H OCEAN
100689,2150.7,4,379352.92,NEAR OCEAN
100690,1564.0,3,513081.55,NEAR BAY
100691,1755.9,1,557269.69,island
100692,2168.6,3,575993.19,
100693,2012.5,3,565387.48,NEAR OCEAN
100694,1677.1,1,364895.07,INLAND
100695,808.3,,157299.47,<1H OCEAN
100696,2012.1,4,333039.93,inland
100697,1027.6,1,623554.52,NEAR OCEAN
100698,2324.4,3,627818.93,INLAND
100699,1291.7,99,461435.9,<1H OCEAN
100700,1507.7,,419890.91,<1H OCEAN
100701,1670.4,1,131271.79,INLAND
100702,1658.6,3,324781.11,ISLAND
100703,1433.0,4,523150.67,<1H OCEAN
100704,-999.0,3,230896.04,inland
100705,1709.7,99,406113.14,island
100706,1609.9,2,390117.86,island
100707,576.4,99,383549.59,<1H OCEAN
100708,1977.9,3,332836.59,ISLAND
100709,1331.9,4,429874.4,island
100710,2213.4,4,358215.2,
100711,2429.7,1,438807.4,ISLAND
100712,1300.1,5,494157.65,INLAND
100713,2589.0,3,340407.3,ISLAND
100714,1916.9,99,221524.23,<1H OCEAN
100715,2420.5,99,785713.96,NEAR OCEAN
100716,1806.5,4,585570.06,island
100717,1946.6,99,514446.27,NEAR OCEAN
100718,790.0,,505638.82,ISLAND
100719,1376.9,99,563446.27,inland
100720,1794.5,,507346.73,ISLAND
100721,2125.4,,521355.84,island
100722,1034.4,5,280816.35,
100723,1419.7,3,481959.15,NEAR OCEAN
100724,1944.8,3,527873.24,ISLAND
100725,,,136414.69,island
100726,2733.7,,295879.98,ISLAND
100727,1288.2,3,504086.44,
100728,2777.6,99,409267.03,ISLAND
100729,1163.5,1,414333.03,ISLAND
100730,2228.9,4,667298.81,INLAND
100731,1127.6,3,650624.7,ISLAND
100732,1678.3,1,505625.41,NEAR OCEAN
100733,1806.2,99,526465.52,INLAND
100734,1655.9,3,632794.04,INLAND
100735,831.3,3,254861.43,inland
100736,1718.4,99,585170.25,island
100737,2393.4,,377928.3,ISLAND
100738,-999.0,3,539511.45,inland
100739,1930.5,99,608436.02,INLAND
100740,1773.4,,699744.59,<1H OCEAN
100741,2800.3,,148498.91,INLAND
100742,1538.8,1,304240.32,INLAND
100743,1995.2,5,535611.82,NEAR OCEAN
100744,-999.0,3,486177.08,NEAR OCEAN
100745,1306.6,3,663853.87,
100746,1605.2,,490138.82,
100747,1912.0,2,51572.05,<1H OCEAN
100748,1836.8,3,532545.02,inland
100749,1728.4,2,297982.64,NEAR BAY
100750,1409.9,4,418724.53,NEAR OCEAN
100751,713.0,1,482487.54,<1H OCEAN
100752,1112.5,,622417.67,inland
100753,1027.6,1,389547.84,inland
100754,1168.2,2,497983.58,inland
100755,976.1,3,581957.45,INLAND
100756,1192.7,4,717677.69,inland
100757,2053.8,2,414024.8,inland
100758,719.9,4,408777.32,inland
100759,982.8,,617030.18,
100760,,4,562393.06,<1H OCEAN
100761,1832.0,4,539359.15,<1H OCEAN
100762,2124.1,3,568099.06,<1H OCEAN
100763,2775.3,,480413.58,<1H OCEAN
100764,782.9,,401491.35,<1H OCEAN
100765,1355.5,1,526637.57,inland
100766,2230.7,4,366031.24,NEAR BAY
100767,918.7,5,435445.83,<1H OCEAN
100768,1485.9,99,359743.17,<1H OCEAN
100769,2911.6,99,680774.76,
100770,2053.0,3,668806.76,INLAND
100771,2030.7,4,490393.61,NEAR BAY
100772,1618.2,,401222.93,NEAR OCEAN
100773,1986.5,5,528719.8,ISLAND
100774,2317.5,,921450.47,ISLAND
100775,2188.7,99,375567.72,NEAR OCEAN
100776,1186.2,99,394099.23,<1H OCEAN
100777,302.5,3,727883.99,INLAND
100778,1175.5,,442807.41,inland
100779,684.0,,573426.43,island
100780,1314.9,,506958.63,island
100781,2282.6,1,545695.23,NEAR OCEAN
100782,,5,259701.53,
100783,,,403008.93,<1H OCEAN
100784,1779.9,,469996.08,inland
100785,2925.2,2,354249.94,<1H OCEAN
100786,1293.4,1,576688.7,INLAND
100787,1184.1,3,396484.7,ISLAND
100788,,4,328491.83,
100789,2577.0,5,458591.0,ISLAND
100790,2090.6,,738254.42,
100791,2119.3,99,652341.84,NEAR OCEAN
100792,1446.4,3,568438.51,NEAR OCEAN
100793,1933.9,3,372986.95,<1H OCEAN
100794,1773.2,,369627.45,NEAR BAY
100795,2255.2,4,461470.32,island
100796,1197.1,5,553337.13,
100797,2364.5,,845171.44,island
100798,1920.1,3,392456.16,
100799,,99,506885.47,island
100800,1537.6,3,538355.81,INLAND
100801,2816.4,2,379572.71,<1H OCEAN
100802,2083.6,2,208270.41,inland
100803,2306.8,99,319583.03,ISLAND
100804,1546.1,3,341726.9,NEAR OCEAN
100805,1522.4,4,433787.63,INLAND
100806,1231.5,99,336139.38,
100807,1536.3,2,468524.53,island
100808,409.2,4,537924.26,NEAR BAY
100809,1300.3,2,356829.55,inland
100810,1669.2,99,153575.6,inland
100811,2708.0,3,920269.83,
100812,1448.1,2,341610.42,<1H OCEAN
100813,1682.7,3,555020.52,island
100814,2499.7,3,375112.69,
100815,1040.6,3,177102.28,NEAR OCEAN
100816,1323.4,3,338496.02,island
100817,2715.4,99,238478.93,ISLAND
100818,2634.9,3,280153.3,NEAR BAY
100819,1146.2,3,555938.06,ISLAND
100820,,2,446031.96,INLAND
100821,3654.4,3,325656.46,NEAR BAY
100822,1749.0,2,305076.33,<1H OCEAN
100823,1352.4,5,536592.38,NEAR OCEAN
100824,1392.0,,770122.14,inland
100825,2284.6,2,563382.09,INLAND
100826,,,554148.69,NEAR BAY
100827,116.2,,690687.9,ISLAND
100828,1757.0,99,350929.79,INLAND
100829,1883.7,1,596009.2,NEAR OCEAN
100830,1630.1,99,641767.81,<1H OCEAN
100831,1816.6,5,381190.48,NEAR OCEAN
100832,1559.3,1,281200.24,NEAR OCEAN
100833,980.5,99,421449.37,island
100834,2692.8,3,309117.11,inland
100835,-999.0,,462099.98,<1H OCEAN
100836,1712.5,5,272821.67,island
100837,1003.3,,433857.38,
100838,1315.1,3,720658.26,
100839,2634.2,4,560792.78,INLAND
100840,1121.8,,690517.1,inland
100841,-999.0,4,229395.18,NEAR BAY
100842,1182.2,,427382.66,NEAR BAY
100843,2100.1,,505586.35,INLAND
100844,1964.6,5,306083.67,inland
100845,-999.0,2,517585.5,ISLAND
100846,2398.3,4,567552.31,ISLAND
100847,1610.6,99,615580.9,ISLAND
100848,2082.7,99,263967.14,
100849,1678.0,4,616194.32,island
100850,2099.6,3,412962.88,inland
100851,1363.6,4,255290.78,inland
100852,2432.7,4,205854.17,NEAR BAY
100853,1360.0,1,633605.62,
100854,869.2,2,628276.59,ISLAND
100855,2035.2,3,606072.73,inland
100856,1829.1,,578082.85,island
100857,1637.4,5,556812.01,ISLAND
100858,1439.6,1,598118.04,
100859,1825.5,,555838.54,NEAR OCEAN
100860,697.6,,364748.23,INLAND
100861,2109.8,4,433836.58,
100862,-999.0,3,495892.19,island
100863,,3,593784.31,<1H OCEAN
100864,848.1,3,411592.21,NEAR OCEAN
100865,1899.9,3,296101.65,ISLAND
100866,1750.8,1,213136.03,NEAR BAY
100867,,4,447854.76,<1H OCEAN
100868,1385.3,2,526109.23,
100869,1190.0,99,529206.73,ISLAND
100870,2159.0,5,358608.75,<1H OCEAN
100871,2105.4,99,520576.28,island
100872,2763.6,1,292057.08,NEAR BAY
100873,1487.9,5,268093.07,<1H OCEAN
100874,1372.9,1,551729.04,NEAR OCEAN
100875,2524.8,1,575814.42,inland
100876,297.2,3,389963.61,<1H OCEAN
100877,2223.3,3,515313.88,
100878,1868.6,,250624.7,INLAND
100879,2003.3,,413625.47,ISLAND
100880,-96.6,3,519957.8,island
100881,1353.5,4,573148.12,NEAR BAY
100882,2187.2,,661137.66,island
100883,1967.3,3,172834.47,NEAR OCEAN
100884,2090.3,99,453744.25,island
100885,1839.6,2,156527.2,INLAND
100886,3026.2,4,506568.71,inland
100887,569.3,,305737.81,<1H OCEAN
100888,1238.3,3,611056.22,NEAR BAY
100889,2517.2,1,759000.71,NEAR BAY
100890,1649.3,1,717525.86,island
100891,2045.6,99,745239.75,NEAR OCEAN
100892,2230.4,5,433386.59,
100893,1580.2,3,399855.48,<1H OCEAN
100894,1666.7,99,310643.17,INLAND
100895,1750.2,4,146661.86,island
100896,3098.7,3,260424.46,
100897,1773.7,3,670725.77,island
100898,1570.3,,410391.87,<1H OCEAN
100899,1456.3,2,189672.97,INLAND
100900,1481.9,,600807.31,INLAND
100901,939.8,1,346906.83,island
100902,1240.9,1,482537.86,ISLAND
100903,1666.7,3,294074.55,NEAR BAY
100904,2331.9,,341557.85,
100905,1103.5,5,617591.37,
100906,1991.3,3,547642.38,inland
100907,-999.0,99,219905.29,ISLAND
100908,2149.4,3,558383.62,<1H OCEAN
100909,2115.6,99,432673.39,ISLAND
100910,1661.6,3,214964.32,NEAR OCEAN
100911,1701.7,3,497313.44,INLAND
100912,1946.2,1,314555.27,ISLAND
100913,1040.3,5,509065.62,
100914,1478.4,,559272.7,INLAND
100915,857.9,99,568449.3,
100916,1345.7,3,495317.13,NEAR OCEAN
100917,3406.8,4,305505.05,NEAR OCEAN
100918,,3,516471.34,island
100919,1229.4,2,128401.45,inland
100920,2385.6,3,545270.0,
100921,1387.0,3,262061.01,ISLAND
100922,1243.5,,701264.93,NEAR BAY
100923,1553.6,2,379612.16,NEAR OCEAN
100924,2301.4,3,468532.13,island
100925,2301.4,2,249692.32,NEAR OCEAN
100926,1539.7,,616259.78,NEAR BAY
100927,1900.9,99,412097.27,INLAND
100928,1224.3,5,241104.6,
100929,1558.6,2,305784.29,inland
100930,,3,498007.27,INLAND
100931,1655.9,4,503079.77,NEAR OCEAN
100932,1627.1,,433599.6,NEAR OCEAN
100933,1602.1,99,496115.38,ISLAND
100934,1341.4,3,329364.14,NEAR BAY
100935,1688.9,1,509823.03,inland
100936,1216.2,,424272.94,NEAR BAY
100937,1427.7,2,331715.64,island
100938,1457.2,1,533205.33,island
100939,2200.0,1,643680.94,ISLAND
100940,2672.4,3,426614.91,<1H OCEAN
100941,2594.0,99,637592.33,island
100942,1666.4,1,699208.3,INLAND
100943,2466.4,4,479833.91,NEAR OCEAN
100944,,3,512571.2,inland
100945,2808.6,,584076.13,NEAR OCEAN
100946,1450.0,1,563695.15,
100947,2176.4,2,211351.33,inland
100948,1368.2,5,293876.05,ISLAND
100949,2594.6,4,497903.51,<1H OCEAN
100950,,5,544169.25,inland
100951,1805.9,3,578596.06,NEAR OCEAN
100952,888.1,4,557094.21,ISLAND
100953,1371.6,3,336128.83,NEAR BAY
100954,1576.3,5,410464.48,INLAND
100955,2759.7,3,489308.28,NEAR OCEAN
100956,2013.1,99,339290.06,INLAND
100957,1520.3,4,581788.77,NEAR BAY
100958,1846.4,,531638.66,inland
100959,2021.2,99,511998.16,NEAR BAY
100960,1744.6,2,449828.65,island
100961,2439.3,1,261578.34,
100962,1867.0,,360326.42,NEAR OCEAN
100963,1413.9,1,292648.5,<1H OCEAN
100964,2218.9,3,459611.35,INLAND
100965,2890.5,3,488887.87,ISLAND
100966,1812.0,,739689.64,inland
100967,-999.0,5,520525.34,NEAR OCEAN
100968,1634.4,3,601547.9,<1H OCEAN
100969,1905.0,5,436043.61,<1H OCEAN
100970,1026.4,,529605.37,ISLAND
100971,1546.0,4,898921.97,NEAR BAY
100972,2229.4,3,426217.37,island
100973,1639.5,1,493479.77,NEAR BAY
100974,1561.7,3,362862.43,ISLAND
100975,1620.0,2,475423.25,NEAR OCEAN
100976,1462.7,4,397642.0,ISLAND
100977,2163.2,4,327425.69,<1H OCEAN
100978,1397.4,,343070.69,<1H OCEAN
100979,2003.2,5,453898.14,
100980,2799.5,3,417297.97,inland
100981,2571.6,3,273816.13,INLAND
100982,2694.4,,601681.71,inland
100983,1730.5,99,463132.76,ISLAND
100984,1205.7,1,336215.51,NEAR OCEAN
100985,1374.8,5,479386.65,inland
100986,2399.3,4,583209.49,inland
100987,1523.4,,598169.99,inland
100988,2409.9,3,618729.61,island
100989,1145.4,4,585647.95,ISLAND
100990,2211.4,,686251.73,NEAR BAY
100991,1498.9,4,336595.84,island
100992,2084.6,,482521.1,ISLAND
100993,1214.4,3,263043.15,INLAND
100994,1133.1,3,368635.59,INLAND
100995,1172.9,3,428003.17,NEAR BAY
100996,,3,305399.21,
100997,1895.4,1,562386.51,island
100998,1631.7,1,372670.25,NEAR OCEAN
100999,1686.6,2,599869.46,NEAR BAY
101000,1720.6,99,344306.75,NEAR OCEAN
