session_id,user_id,raw_clickstream_json,order_amount,currency,country_raw
SESS_10228,U_1029,"{""device"": ""Android"", ""pages_viewed"": 1, ""cart_actions"": 5}",51.3,USD,DE
SESS_10229,U_1070,"{""device"": ""Web_Safari"", ""pages_viewed"": 7, ""cart_actions"": 1}",254.9,EUR,Japan
SESS_10230,U_1190,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 8}",416.22,EUR,US
SESS_10231,U_1050,"{""device"": ""Desktop"", ""pages_viewed"": 13, ""cart_actions"": 1}",348.41,EUR,US
SESS_10232,U_1052,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 7}",339.98,GBP,United States
SESS_10233,U_1155,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 3}",177.67,USD,Japan
SESS_10234,U_1042,"{""device"": ""iOS"", ""pages_viewed"": 17, ""cart_actions"": 4}",142.66,GBP,United Kingdom
SESS_10235,U_1007,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 5}",95.87,EUR,United States
SESS_10236,U_1055,"{""device"": ""Desktop"", ""pages_viewed"": 12, ""cart_actions"": 2}",68.2,GBP,USA
SESS_10237,U_1183,"{""device"": ""Desktop"", ""pages_viewed"": 7, ""cart_actions"": 7}",154.88,EUR,
SESS_10238,U_1016,"{""device"": ""Web_Safari"", ""pages_viewed"": 10, ""cart_actions"": 3}",59.77,EUR,United States
SESS_10239,U_1146,"{""device"": ""Web_Safari"", ""pages_viewed"": 22, ""cart_actions"": 6}",154.25,EUR,USA
SESS_10240,U_1126,"{""device"": ""Web_Safari"", ""pages_viewed"": 2, ""cart_actions"": 4}",68.98,USD,UK
SESS_10241,U_1151,"{""device"": ""Web_Safari"", ""pages_viewed"": 8, ""cart_actions"": 0}",294.99,USD,Japan
SESS_10242,U_1072,"{""device"": ""Android"", ""pages_viewed"": 13, ""cart_actions"": 0}",414.35,USD,UK
SESS_10243,U_1165,"{""device"": ""iOS"", ""pages_viewed"": 3, ""cart_actions"": 7}",,JPY,DE
SESS_10244,U_1070,"{""device"": ""Desktop"", ""pages_viewed"": 25, ""cart_actions"": 5}",257.06,GBP,Japan
SESS_10245,U_1156,"{""device"": ""iOS"", ""pages_viewed"": 13, ""cart_actions"": 4}",212.74,USD,UK
SESS_10246,U_1158,"{""device"": ""iOS"", ""pages_viewed"": 1, ""cart_actions"": 3}",,USD,US
SESS_10247,U_1026,"{""device"": ""Desktop"", ""pages_viewed"": 23, ""cart_actions"": 6}",53.29,GBP,
SESS_10248,U_1001,"{""device"": ""iOS"", ""pages_viewed"": 9, ""cart_actions"": 0}",427.01,USD,DE
SESS_10249,U_1084,"{""device"": null, ""pages_viewed"": 13, ""cart_actions"": 4}",417.31,,United States
SESS_10250,U_1032,"{""device"": ""Desktop"", ""pages_viewed"": 5, ""cart_actions"": 6}",305.68,EUR,Japan
SESS_10251,U_1169,"{""device"": ""Web_Safari"", ""pages_viewed"": 9, ""cart_actions"": 5}",224.98,USD,DE
SESS_10252,U_1196,"{""device"": ""Desktop"", ""pages_viewed"": 23, ""cart_actions"": 1}",378.46,EUR,Germany
SESS_10253,U_1177,"{""device"": ""iOS"", ""pages_viewed"": 3, ""cart_actions"": 7}",,USD,Germany
SESS_10254,U_1119,"{""device"": ""Web_Safari"", ""pages_viewed"": 7, ""cart_actions"": 7}",105.77,GBP,DE
SESS_10255,U_1181,"{""device"": ""Web_Safari"", ""pages_viewed"": 21, ""cart_actions"": 2}",60.96,USD,Germany
SESS_10256,U_1093,"{""device"": ""Web_Safari"", ""pages_viewed"": 15, ""cart_actions"": 8}",189.09,USD,DE
SESS_10257,U_1108,"{""device"": ""Android"", ""pages_viewed"": 22, ""cart_actions"": 4}",266.1,USD,US
SESS_10258,U_1118,"{""device"": ""iOS"", ""pages_viewed"": 24, ""cart_actions"": 1}",403.93,USD,DE
SESS_10259,U_1007,"{""device"": ""Web_Safari"", ""pages_viewed"": 22, ""cart_actions"": 8}",130.53,USD,UK
SESS_10260,U_1110,"{""device"": ""Android"", ""pages_viewed"": 5, ""cart_actions"": 6}",235.95,USD,Japan
SESS_10261,U_1069,"{""device"": ""Desktop"", ""pages_viewed"": 4, ""cart_actions"": 0}",333.42,JPY,Germany
SESS_10262,U_1075,"{""device"": ""Android"", ""pages_viewed"": 13, ""cart_actions"": 2}",245.36,,
SESS_10263,U_1110,"{""device"": ""iOS"", ""pages_viewed"": 22, ""cart_actions"": 0}",432.15,EUR,United States
SESS_10264,U_1013,"{""device"": ""iOS"", ""pages_viewed"": 19, ""cart_actions"": 4}",246.48,EUR,Germany
SESS_10265,U_1158,"{""device"": ""Web_Safari"", ""pages_viewed"": 13, ""cart_actions"": 6}",334.26,EUR,Japan
SESS_10266,U_1052,"{""device"": ""Android"", ""pages_viewed"": 7, ""cart_actions"": 5}",322.05,EUR,USA
SESS_10267,U_1024,"{""device"": ""Android"", ""pages_viewed"": 17, ""cart_actions"": 7}",385.87,EUR,US
SESS_10268,U_1080,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 2}",213.02,USD,Japan
SESS_10269,U_1109,"{""device"": ""Desktop"", ""pages_viewed"": 1, ""cart_actions"": 2}",398.35,USD,USA
SESS_10270,U_1152,"{""device"": ""Desktop"", ""pages_viewed"": 16, ""cart_actions"": 0}",122.67,USD,USA
SESS_10271,U_1004,"{""device"": null, ""pages_viewed"": 22, ""cart_actions"": 4}",243.49,USD,US
SESS_10272,U_1198,"{""device"": ""iOS"", ""pages_viewed"": 4, ""cart_actions"": 4}",161.02,,UK
SESS_10273,U_1139,"{""device"": ""Desktop"", ""pages_viewed"": 22, ""cart_actions"": 7}",214.56,GBP,DE
SESS_10274,U_1181,"{""device"": ""Desktop"", ""pages_viewed"": 17, ""cart_actions"": 7}",313.32,USD,US
SESS_10275,U_1105,"{""device"": ""Android"", ""pages_viewed"": 22, ""cart_actions"": 2}",28.44,JPY,UK
SESS_10276,U_1052,"{""device"": ""iOS"", ""pages_viewed"": 7, ""cart_actions"": 6}",434.97,,
SESS_10277,U_1044,"{""device"": ""Desktop"", ""pages_viewed"": 22, ""cart_actions"": 5}",185.1,JPY,DE
SESS_10278,U_1079,"{""device"": ""Android"", ""pages_viewed"": 2, ""cart_actions"": 8}",377.86,USD,United Kingdom
SESS_10279,U_1116,"{""device"": null, ""pages_viewed"": 12, ""cart_actions"": 4}",18.63,USD,Japan
SESS_10280,U_1174,"{""device"": ""Android"", ""pages_viewed"": 17, ""cart_actions"": 4}",303.98,EUR,Japan
SESS_10281,U_1073,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 0}",109.54,USD,USA
SESS_10282,U_1125,"{""device"": ""Desktop"", ""pages_viewed"": 1, ""cart_actions"": 6}",377.84,USD,DE
SESS_10283,U_1035,"{""device"": ""Desktop"", ""pages_viewed"": 10, ""cart_actions"": 8}",349.47,USD,United States
SESS_10284,U_1182,"{""device"": ""Desktop"", ""pages_viewed"": 5, ""cart_actions"": 3}",414.44,EUR,Germany
SESS_10285,U_1008,"{""device"": ""Web_Safari"", ""pages_viewed"": 12, ""cart_actions"": 3}",292.11,JPY,United Kingdom
SESS_10286,U_1025,"{""device"": ""Desktop"", ""pages_viewed"": 10, ""cart_actions"": 4}",204.58,GBP,US
SESS_10287,U_1174,"{""device"": ""Android"", ""pages_viewed"": 9, ""cart_actions"": 2}",101.79,EUR,United States
SESS_10288,U_1076,"{""device"": null, ""pages_viewed"": 21, ""cart_actions"": 7}",178.55,JPY,United States
SESS_10289,U_1035,"{""device"": null, ""pages_viewed"": 15, ""cart_actions"": 5}",313.05,GBP,Japan
SESS_10290,U_1090,"{""device"": ""Web_Safari"", ""pages_viewed"": 15, ""cart_actions"": 6}",215.66,USD,United Kingdom
SESS_10291,U_1022,"{""device"": ""Android"", ""pages_viewed"": 20, ""cart_actions"": 4}",267.44,GBP,US
SESS_10292,U_1158,"{""device"": null, ""pages_viewed"": 19, ""cart_actions"": 4}",,JPY,US
SESS_10293,U_1103,"{""device"": ""iOS"", ""pages_viewed"": 15, ""cart_actions"": 8}",38.64,USD,DE
SESS_10294,U_1166,"{""device"": ""iOS"", ""pages_viewed"": 11, ""cart_actions"": 1}",260.97,GBP,USA
SESS_10295,U_1031,"{""device"": null, ""pages_viewed"": 22, ""cart_actions"": 8}",38.06,EUR,
SESS_10296,U_1036,"{""device"": null, ""pages_viewed"": 24, ""cart_actions"": 7}",404.35,USD,DE
SESS_10297,U_1160,"{""device"": ""Desktop"", ""pages_viewed"": 24, ""cart_actions"": 0}",286.29,EUR,United States
SESS_10298,U_1017,"{""device"": ""iOS"", ""pages_viewed"": 5, ""cart_actions"": 1}",122.53,USD,Japan
SESS_10299,U_1006,"{""device"": null, ""pages_viewed"": 15, ""cart_actions"": 6}",,USD,DE
SESS_10300,U_1103,"{""device"": ""Web_Safari"", ""pages_viewed"": 6, ""cart_actions"": 3}",252.82,,United States
SESS_10301,U_1110,"{""device"": ""Android"", ""pages_viewed"": 21, ""cart_actions"": 0}",371.07,EUR,US
SESS_10302,U_1130,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 7}",140.91,USD,Japan
SESS_10303,U_1094,"{""device"": ""Desktop"", ""pages_viewed"": 13, ""cart_actions"": 6}",61.69,JPY,United Kingdom
SESS_10304,U_1037,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 7}",184.4,EUR,USA
SESS_10305,U_1165,"{""device"": null, ""pages_viewed"": 15, ""cart_actions"": 0}",169.31,USD,Japan
SESS_10306,U_1185,"{""device"": ""Web_Safari"", ""pages_viewed"": 9, ""cart_actions"": 0}",170.62,EUR,UK
SESS_10307,U_1180,"{""device"": null, ""pages_viewed"": 13, ""cart_actions"": 8}",,USD,UK
SESS_10308,U_1167,"{""device"": null, ""pages_viewed"": 11, ""cart_actions"": 7}",357.21,EUR,DE
SESS_10309,U_1100,"{""device"": ""iOS"", ""pages_viewed"": 21, ""cart_actions"": 7}",220.21,USD,
SESS_10310,U_1198,"{""device"": null, ""pages_viewed"": 9, ""cart_actions"": 2}",271.15,GBP,United Kingdom
SESS_10311,U_1017,"{""device"": ""iOS"", ""pages_viewed"": 1, ""cart_actions"": 2}",304.39,,Japan
SESS_10312,U_1082,"{""device"": ""Android"", ""pages_viewed"": 25, ""cart_actions"": 3}",398.13,JPY,United Kingdom
SESS_10313,U_1016,"{""device"": ""iOS"", ""pages_viewed"": 20, ""cart_actions"": 4}",383.36,USD,Japan
SESS_10314,U_1195,"{""device"": ""Desktop"", ""pages_viewed"": 20, ""cart_actions"": 0}",154.7,,United Kingdom
SESS_10315,U_1034,"{""device"": null, ""pages_viewed"": 18, ""cart_actions"": 3}",228.63,EUR,Germany
SESS_10316,U_1051,"{""device"": ""Android"", ""pages_viewed"": 14, ""cart_actions"": 8}",98.65,USD,United States
SESS_10317,U_1052,"{""device"": ""iOS"", ""pages_viewed"": 5, ""cart_actions"": 0}",192.49,USD,UK
SESS_10318,U_1047,"{""device"": null, ""pages_viewed"": 16, ""cart_actions"": 3}",263.11,,
SESS_10319,U_1090,"{""device"": ""Desktop"", ""pages_viewed"": 20, ""cart_actions"": 8}",363.69,,United Kingdom
SESS_10320,U_1160,"{""device"": ""Web_Safari"", ""pages_viewed"": 3, ""cart_actions"": 1}",240.0,USD,United States
SESS_10321,U_1127,"{""device"": ""Android"", ""pages_viewed"": 2, ""cart_actions"": 8}",112.45,EUR,DE
SESS_10322,U_1099,"{""device"": ""Desktop"", ""pages_viewed"": 3, ""cart_actions"": 2}",47.53,EUR,
SESS_10323,U_1156,"{""device"": null, ""pages_viewed"": 10, ""cart_actions"": 6}",252.48,USD,Japan
SESS_10324,U_1067,"{""device"": ""iOS"", ""pages_viewed"": 2, ""cart_actions"": 5}",102.22,USD,US
SESS_10325,U_1052,"{""device"": null, ""pages_viewed"": 24, ""cart_actions"": 5}",303.55,USD,Germany
SESS_10326,U_1126,"{""device"": ""iOS"", ""pages_viewed"": 19, ""cart_actions"": 0}",45.78,JPY,United States
SESS_10327,U_1141,"{""device"": ""Web_Safari"", ""pages_viewed"": 5, ""cart_actions"": 4}",60.27,,
SESS_10328,U_1057,"{""device"": ""Desktop"", ""pages_viewed"": 14, ""cart_actions"": 7}",384.68,EUR,USA
SESS_10329,U_1014,"{""device"": ""iOS"", ""pages_viewed"": 25, ""cart_actions"": 3}",389.23,USD,
SESS_10330,U_1123,"{""device"": ""iOS"", ""pages_viewed"": 13, ""cart_actions"": 6}",201.93,JPY,
SESS_10331,U_1035,"{""device"": ""iOS"", ""pages_viewed"": 15, ""cart_actions"": 1}",442.4,GBP,UK
SESS_10332,U_1049,"{""device"": ""Desktop"", ""pages_viewed"": 14, ""cart_actions"": 0}",55.02,USD,Germany
SESS_10333,U_1105,"{""device"": null, ""pages_viewed"": 19, ""cart_actions"": 0}",21.48,EUR,USA
SESS_10334,U_1019,"{""device"": ""iOS"", ""pages_viewed"": 5, ""cart_actions"": 7}",34.02,GBP,Germany
SESS_10335,U_1074,"{""device"": ""Android"", ""pages_viewed"": 20, ""cart_actions"": 6}",68.23,USD,United States
SESS_10336,U_1064,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 7}",368.84,EUR,Japan
SESS_10337,U_1182,"{""device"": ""Desktop"", ""pages_viewed"": 12, ""cart_actions"": 8}",299.34,EUR,UK
SESS_10338,U_1178,"{""device"": null, ""pages_viewed"": 17, ""cart_actions"": 1}",,JPY,Japan
SESS_10339,U_1071,"{""device"": ""iOS"", ""pages_viewed"": 7, ""cart_actions"": 2}",241.63,EUR,
SESS_10340,U_1053,"{""device"": ""iOS"", ""pages_viewed"": 12, ""cart_actions"": 2}",,EUR,Japan
SESS_10341,U_1166,"{""device"": ""Web_Safari"", ""pages_viewed"": 4, ""cart_actions"": 0}",29.68,EUR,United Kingdom
SESS_10342,U_1076,"{""device"": ""iOS"", ""pages_viewed"": 2, ""cart_actions"": 4}",182.01,USD,United Kingdom
SESS_10343,U_1098,"{""device"": ""Web_Safari"", ""pages_viewed"": 2, ""cart_actions"": 3}",95.23,JPY,
SESS_10344,U_1013,"{""device"": ""Desktop"", ""pages_viewed"": 2, ""cart_actions"": 8}",422.69,GBP,DE
SESS_10345,U_1192,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 0}",375.72,JPY,United Kingdom
SESS_10346,U_1200,"{""device"": ""iOS"", ""pages_viewed"": 4, ""cart_actions"": 8}",328.76,EUR,
SESS_10347,U_1118,"{""device"": ""Web_Safari"", ""pages_viewed"": 19, ""cart_actions"": 8}",432.73,,Germany
SESS_10348,U_1033,"{""device"": ""iOS"", ""pages_viewed"": 9, ""cart_actions"": 4}",,EUR,
SESS_10349,U_1075,"{""device"": ""Desktop"", ""pages_viewed"": 19, ""cart_actions"": 6}",,EUR,UK
SESS_10350,U_1068,"{""device"": ""Desktop"", ""pages_viewed"": 21, ""cart_actions"": 0}",262.27,GBP,DE
SESS_10351,U_1045,"{""device"": ""Web_Safari"", ""pages_viewed"": 15, ""cart_actions"": 0}",217.9,GBP,Japan
SESS_10352,U_1163,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 6}",,USD,DE
SESS_10353,U_1156,"{""device"": null, ""pages_viewed"": 11, ""cart_actions"": 1}",127.23,EUR,DE
SESS_10354,U_1126,"{""device"": ""Android"", ""pages_viewed"": 8, ""cart_actions"": 2}",283.81,USD,Germany
SESS_10355,U_1029,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 8}",267.25,USD,
SESS_10356,U_1183,"{""device"": ""Android"", ""pages_viewed"": 2, ""cart_actions"": 4}",22.01,GBP,
SESS_10357,U_1183,"{""device"": ""iOS"", ""pages_viewed"": 20, ""cart_actions"": 3}",48.7,,United States
SESS_10358,U_1130,"{""device"": ""iOS"", ""pages_viewed"": 8, ""cart_actions"": 3}",176.54,JPY,United States
SESS_10359,U_1164,"{""device"": ""Web_Safari"", ""pages_viewed"": 10, ""cart_actions"": 2}",,GBP,UK
SESS_10360,U_1104,"{""device"": ""Desktop"", ""pages_viewed"": 16, ""cart_actions"": 4}",84.74,USD,DE
SESS_10361,U_1038,"{""device"": null, ""pages_viewed"": 1, ""cart_actions"": 1}",366.49,GBP,Germany
SESS_10362,U_1096,"{""device"": null, ""pages_viewed"": 2, ""cart_actions"": 2}",449.05,USD,United States
SESS_10363,U_1057,"{""device"": null, ""pages_viewed"": 17, ""cart_actions"": 8}",249.45,USD,
SESS_10364,U_1013,"{""device"": null, ""pages_viewed"": 16, ""cart_actions"": 8}",152.87,EUR,DE
SESS_10365,U_1062,"{""device"": ""Desktop"", ""pages_viewed"": 8, ""cart_actions"": 5}",151.95,USD,Germany
SESS_10366,U_1113,"{""device"": ""Web_Safari"", ""pages_viewed"": 12, ""cart_actions"": 1}",234.95,GBP,Japan
SESS_10367,U_1154,"{""device"": ""Android"", ""pages_viewed"": 15, ""cart_actions"": 6}",375.1,USD,
SESS_10368,U_1062,"{""device"": ""Web_Safari"", ""pages_viewed"": 22, ""cart_actions"": 2}",361.2,GBP,UK
SESS_10369,U_1030,"{""device"": ""iOS"", ""pages_viewed"": 14, ""cart_actions"": 6}",79.55,,Germany
SESS_10370,U_1046,"{""device"": ""Web_Safari"", ""pages_viewed"": 1, ""cart_actions"": 2}",129.57,,United States
SESS_10371,U_1032,"{""device"": ""iOS"", ""pages_viewed"": 14, ""cart_actions"": 0}",445.62,USD,
SESS_10372,U_1135,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 5}",318.16,EUR,DE
SESS_10373,U_1030,"{""device"": ""Desktop"", ""pages_viewed"": 11, ""cart_actions"": 1}",34.68,GBP,Japan
SESS_10374,U_1104,"{""device"": ""Web_Safari"", ""pages_viewed"": 24, ""cart_actions"": 6}",222.54,USD,US
SESS_10375,U_1185,"{""device"": null, ""pages_viewed"": 17, ""cart_actions"": 1}",18.39,GBP,Japan
SESS_10376,U_1097,"{""device"": ""Desktop"", ""pages_viewed"": 15, ""cart_actions"": 2}",270.82,USD,Germany
SESS_10377,U_1076,"{""device"": ""Web_Safari"", ""pages_viewed"": 11, ""cart_actions"": 0}",405.33,JPY,DE
SESS_10378,U_1082,"{""device"": ""Web_Safari"", ""pages_viewed"": 11, ""cart_actions"": 2}",33.24,EUR,United Kingdom
SESS_10379,U_1132,"{""device"": ""Desktop"", ""pages_viewed"": 19, ""cart_actions"": 5}",,EUR,US
SESS_10380,U_1030,"{""device"": ""Desktop"", ""pages_viewed"": 9, ""cart_actions"": 7}",400.13,EUR,DE
SESS_10381,U_1155,"{""device"": ""iOS"", ""pages_viewed"": 8, ""cart_actions"": 4}",104.98,USD,USA
SESS_10382,U_1153,"{""device"": ""iOS"", ""pages_viewed"": 18, ""cart_actions"": 8}",17.9,USD,UK
SESS_10383,U_1052,"{""device"": ""Desktop"", ""pages_viewed"": 19, ""cart_actions"": 6}",241.59,,DE
SESS_10384,U_1028,"{""device"": ""iOS"", ""pages_viewed"": 15, ""cart_actions"": 6}",52.79,USD,DE
SESS_10385,U_1187,"{""device"": ""iOS"", ""pages_viewed"": 12, ""cart_actions"": 1}",111.76,USD,UK
SESS_10386,U_1040,"{""device"": null, ""pages_viewed"": 11, ""cart_actions"": 4}",334.95,USD,UK
SESS_10387,U_1009,"{""device"": ""Web_Safari"", ""pages_viewed"": 4, ""cart_actions"": 8}",381.02,USD,USA
SESS_10388,U_1062,"{""device"": ""Android"", ""pages_viewed"": 19, ""cart_actions"": 6}",110.79,EUR,DE
SESS_10389,U_1120,"{""device"": ""Android"", ""pages_viewed"": 16, ""cart_actions"": 2}",137.93,EUR,United States
SESS_10390,U_1132,"{""device"": ""Android"", ""pages_viewed"": 1, ""cart_actions"": 6}",,EUR,US
SESS_10391,U_1009,"{""device"": ""Web_Safari"", ""pages_viewed"": 23, ""cart_actions"": 4}",289.5,EUR,UK
SESS_10392,U_1123,"{""device"": null, ""pages_viewed"": 22, ""cart_actions"": 2}",380.7,EUR,Japan
SESS_10393,U_1125,"{""device"": ""Web_Safari"", ""pages_viewed"": 20, ""cart_actions"": 5}",143.51,EUR,United States
SESS_10394,U_1193,"{""device"": ""Desktop"", ""pages_viewed"": 14, ""cart_actions"": 7}",303.15,USD,US
SESS_10395,U_1118,"{""device"": ""Desktop"", ""pages_viewed"": 22, ""cart_actions"": 1}",188.17,USD,Japan
SESS_10396,U_1125,"{""device"": null, ""pages_viewed"": 14, ""cart_actions"": 3}",,EUR,
SESS_10397,U_1055,"{""device"": ""Web_Safari"", ""pages_viewed"": 2, ""cart_actions"": 8}",128.8,GBP,United Kingdom
SESS_10398,U_1100,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 6}",38.77,,Germany
SESS_10399,U_1086,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 7}",264.04,USD,
SESS_10400,U_1052,"{""device"": ""iOS"", ""pages_viewed"": 20, ""cart_actions"": 5}",249.8,USD,United Kingdom
SESS_10401,U_1023,"{""device"": ""Desktop"", ""pages_viewed"": 12, ""cart_actions"": 8}",,USD,
SESS_10402,U_1053,"{""device"": ""Desktop"", ""pages_viewed"": 18, ""cart_actions"": 3}",379.59,JPY,Germany
SESS_10403,U_1074,"{""device"": ""Android"", ""pages_viewed"": 12, ""cart_actions"": 5}",255.53,EUR,USA
SESS_10404,U_1009,"{""device"": ""iOS"", ""pages_viewed"": 25, ""cart_actions"": 8}",188.1,,USA
SESS_10405,U_1040,"{""device"": ""Desktop"", ""pages_viewed"": 10, ""cart_actions"": 0}",351.0,EUR,USA
SESS_10406,U_1069,"{""device"": ""iOS"", ""pages_viewed"": 13, ""cart_actions"": 6}",337.13,EUR,United States
SESS_10407,U_1019,"{""device"": ""iOS"", ""pages_viewed"": 17, ""cart_actions"": 6}",,USD,United States
SESS_10408,U_1188,"{""device"": null, ""pages_viewed"": 13, ""cart_actions"": 3}",388.8,GBP,United Kingdom
SESS_10409,U_1131,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 4}",58.36,,United Kingdom
SESS_10410,U_1074,"{""device"": ""Web_Safari"", ""pages_viewed"": 3, ""cart_actions"": 3}",259.03,,DE
SESS_10411,U_1179,"{""device"": null, ""pages_viewed"": 17, ""cart_actions"": 3}",447.02,JPY,UK
SESS_10412,U_1195,"{""device"": null, ""pages_viewed"": 23, ""cart_actions"": 1}",266.38,USD,United Kingdom
SESS_10413,U_1197,"{""device"": ""Android"", ""pages_viewed"": 15, ""cart_actions"": 5}",62.39,EUR,UK
SESS_10414,U_1036,"{""device"": ""iOS"", ""pages_viewed"": 4, ""cart_actions"": 8}",391.2,,Germany
SESS_10415,U_1021,"{""device"": ""Android"", ""pages_viewed"": 13, ""cart_actions"": 7}",380.25,EUR,USA
SESS_10416,U_1196,"{""device"": ""Web_Safari"", ""pages_viewed"": 9, ""cart_actions"": 6}",161.97,USD,USA
SESS_10417,U_1082,"{""device"": null, ""pages_viewed"": 20, ""cart_actions"": 6}",131.64,EUR,
SESS_10418,U_1125,"{""device"": null, ""pages_viewed"": 16, ""cart_actions"": 5}",117.55,,Japan
SESS_10419,U_1131,"{""device"": null, ""pages_viewed"": 24, ""cart_actions"": 1}",200.18,USD,United Kingdom
SESS_10420,U_1032,"{""device"": ""iOS"", ""pages_viewed"": 6, ""cart_actions"": 8}",87.3,,United States
SESS_10421,U_1009,"{""device"": ""Web_Safari"", ""pages_viewed"": 16, ""cart_actions"": 2}",243.2,USD,
SESS_10422,U_1107,"{""device"": ""Web_Safari"", ""pages_viewed"": 1, ""cart_actions"": 4}",448.15,EUR,
SESS_10423,U_1082,"{""device"": null, ""pages_viewed"": 12, ""cart_actions"": 2}",242.61,EUR,UK
SESS_10424,U_1132,"{""device"": null, ""pages_viewed"": 9, ""cart_actions"": 7}",422.25,USD,US
SESS_10425,U_1134,"{""device"": ""Web_Safari"", ""pages_viewed"": 1, ""cart_actions"": 5}",80.4,USD,USA
SESS_10426,U_1079,"{""device"": ""Android"", ""pages_viewed"": 7, ""cart_actions"": 1}",159.0,USD,Japan
SESS_10427,U_1152,"{""device"": ""Android"", ""pages_viewed"": 3, ""cart_actions"": 5}",399.25,GBP,USA
SESS_10428,U_1049,"{""device"": ""Desktop"", ""pages_viewed"": 10, ""cart_actions"": 6}",148.0,JPY,DE
SESS_10429,U_1143,"{""device"": null, ""pages_viewed"": 21, ""cart_actions"": 3}",,USD,United States
SESS_10430,U_1187,"{""device"": ""Android"", ""pages_viewed"": 9, ""cart_actions"": 2}",59.51,JPY,UK
SESS_10431,U_1147,"{""device"": null, ""pages_viewed"": 20, ""cart_actions"": 4}",335.71,,Germany
SESS_10432,U_1043,"{""device"": ""iOS"", ""pages_viewed"": 8, ""cart_actions"": 3}",,USD,US
SESS_10433,U_1042,"{""device"": ""Web_Safari"", ""pages_viewed"": 1, ""cart_actions"": 5}",,USD,US
SESS_10434,U_1130,"{""device"": ""Web_Safari"", ""pages_viewed"": 14, ""cart_actions"": 7}",232.66,USD,Germany
SESS_10435,U_1143,"{""device"": ""Web_Safari"", ""pages_viewed"": 13, ""cart_actions"": 6}",169.42,GBP,
SESS_10436,U_1020,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 2}",377.62,USD,United Kingdom
SESS_10437,U_1143,"{""device"": ""Web_Safari"", ""pages_viewed"": 16, ""cart_actions"": 4}",257.69,JPY,UK
SESS_10438,U_1045,"{""device"": ""iOS"", ""pages_viewed"": 12, ""cart_actions"": 7}",165.51,JPY,Germany
SESS_10439,U_1157,"{""device"": null, ""pages_viewed"": 7, ""cart_actions"": 6}",420.94,USD,Germany
SESS_10440,U_1113,"{""device"": ""Desktop"", ""pages_viewed"": 17, ""cart_actions"": 3}",,EUR,UK
SESS_10441,U_1024,"{""device"": ""Desktop"", ""pages_viewed"": 9, ""cart_actions"": 8}",278.95,USD,DE
SESS_10442,U_1164,"{""device"": ""Web_Safari"", ""pages_viewed"": 13, ""cart_actions"": 0}",321.36,EUR,USA
SESS_10443,U_1146,"{""device"": ""iOS"", ""pages_viewed"": 23, ""cart_actions"": 7}",290.02,,US
SESS_10444,U_1121,"{""device"": null, ""pages_viewed"": 4, ""cart_actions"": 0}",281.62,USD,US
SESS_10445,U_1033,"{""device"": ""iOS"", ""pages_viewed"": 14, ""cart_actions"": 1}",,USD,UK
SESS_10446,U_1024,"{""device"": null, ""pages_viewed"": 9, ""cart_actions"": 3}",335.79,GBP,UK
SESS_10447,U_1181,"{""device"": ""Android"", ""pages_viewed"": 19, ""cart_actions"": 5}",424.14,JPY,United Kingdom
SESS_10448,U_1170,"{""device"": ""iOS"", ""pages_viewed"": 3, ""cart_actions"": 3}",233.16,EUR,United States
SESS_10449,U_1044,"{""device"": ""Web_Safari"", ""pages_viewed"": 2, ""cart_actions"": 4}",314.59,JPY,US
SESS_10450,U_1162,"{""device"": ""iOS"", ""pages_viewed"": 10, ""cart_actions"": 4}",66.21,,United States
SESS_10451,U_1144,"{""device"": ""Web_Safari"", ""pages_viewed"": 3, ""cart_actions"": 1}",94.39,USD,US
SESS_10452,U_1081,"{""device"": null, ""pages_viewed"": 21, ""cart_actions"": 0}",358.1,EUR,UK
SESS_10453,U_1117,"{""device"": ""iOS"", ""pages_viewed"": 24, ""cart_actions"": 3}",311.19,EUR,US
SESS_10454,U_1079,"{""device"": ""iOS"", ""pages_viewed"": 13, ""cart_actions"": 4}",76.09,GBP,United Kingdom
SESS_10455,U_1057,"{""device"": ""Android"", ""pages_viewed"": 9, ""cart_actions"": 3}",143.3,,DE
SESS_10456,U_1023,"{""device"": ""Web_Safari"", ""pages_viewed"": 12, ""cart_actions"": 5}",294.19,,US
