tx_id,customer_id,raw_amount,raw_timestamp,merchant_category,is_fraud_label
TX_1410,C_174,63.44,03-05-2026 15:43,Travel,0
TX_1411,C_161,561.57,03-05-2026 19:32,Retail,0
TX_1412,C_253,-$9999.00,03-07-2026 01:55,Utilities,1
TX_1413,C_192,761.7,2026-03-07T02:36:00,Retail,0
TX_1414,C_268,304.98,03-01-2026 12:05,Gaming,0
TX_1415,C_210,$13.91,03/03/2026 22:39:00,Utilities,0
TX_1416,C_242,,03-03-2026 12:21,Dining,0
TX_1417,C_297,502.36,06/03/2026 16:39:00,Dining,0
TX_1418,C_223,$254.64,2026-03-01T23:26:00,Gaming,0
TX_1419,C_136,268.55,06/03/2026 04:20:00,Utilities,0
TX_1420,C_221,$375.25,2026-03-06 03:32:00,Retail,0
TX_1421,C_281,$24.08,2026-03-04T21:40:00,,0
TX_1422,C_289,USD 441.01,07/03/2026 06:42:00,Dining,0
TX_1423,C_218,USD 679.10,03/03/2026 02:22:00,,0
TX_1424,C_201,$628.09,03-03-2026 05:52,Utilities,0
TX_1425,C_101,186.5,2026-03-04T04:00:00,Utilities,0
TX_1426,C_237,USD 314.10,03-03-2026 05:48,Retail,0
TX_1427,C_225,,03-04-2026 13:34,Utilities,0
TX_1428,C_129,302.43,06/03/2026 05:01:00,Gaming,0
TX_1429,C_176,,2026-03-02 12:34:00,Retail,0
TX_1430,C_129,USD 320.44,03-02-2026 14:36,Crypto_Exchange,0
TX_1431,C_247,-$9999.00,06/03/2026 12:53:00,Utilities,0
TX_1432,C_173,USD 163.10,2026-03-06T03:09:00,Gaming,0
TX_1433,C_102,-$9999.00,03-05-2026 08:50,Crypto_Exchange,0
TX_1434,C_206,714.71,06/03/2026 13:26:00,Retail,0
TX_1435,C_294,USD 251.82,04/03/2026 03:03:00,Utilities,0
TX_1436,C_299,-$9999.00,2026-03-06T15:15:00,Utilities,0
TX_1437,C_298,,2026-03-05T04:10:00,Gaming,0
TX_1438,C_239,USD 841.36,02/03/2026 03:57:00,Dining,0
TX_1439,C_108,-$9999.00,03-01-2026 23:45,Gaming,0
TX_1440,C_298,USD 182.35,2026-03-07 16:32:00,Gaming,0
TX_1441,C_261,-$9999.00,02/03/2026 14:01:00,Gaming,0
TX_1442,C_115,,04/03/2026 04:45:00,Dining,0
TX_1443,C_174,488.96,2026-03-06T20:28:00,Travel,0
TX_1444,C_205,$843.65,02/03/2026 10:38:00,Travel,0
TX_1445,C_182,USD 648.45,03-05-2026 11:14,Travel,0
TX_1446,C_168,355.02,2026-03-06T03:25:00,,0
TX_1447,C_296,$345.41,2026-03-04 03:58:00,Crypto_Exchange,0
TX_1448,C_183,,03-02-2026 01:26,,0
TX_1449,C_191,$677.35,05/03/2026 12:36:00,Crypto_Exchange,0
TX_1450,C_226,277.82,2026-03-04 05:26:00,Utilities,0
TX_1451,C_244,-$9999.00,2026-03-01T13:13:00,Retail,0
TX_1452,C_217,$109.98,03-02-2026 19:08,Crypto_Exchange,1
TX_1453,C_209,USD 846.36,2026-03-02 12:01:00,Travel,0
TX_1454,C_170,$558.13,2026-03-03T20:22:00,Dining,0
TX_1455,C_266,USD 48.76,04/03/2026 11:25:00,Crypto_Exchange,0
TX_1456,C_280,$5.92,2026-03-06T10:12:00,Travel,0
TX_1457,C_232,381.08,2026-03-01 02:12:00,Gaming,0
TX_1458,C_208,116.69,01/03/2026 19:20:00,Crypto_Exchange,0
TX_1459,C_126,$269.78,04/03/2026 09:42:00,Crypto_Exchange,0
TX_1460,C_292,USD 547.13,2026-03-02T15:00:00,Utilities,0
TX_1461,C_256,143.68,04/03/2026 23:53:00,,0
TX_1462,C_205,,2026-03-03T11:19:00,Retail,0
TX_1463,C_131,,03-04-2026 23:59,Dining,0
TX_1464,C_163,549.70,2026-03-03 19:45:00,Gaming,0
TX_1465,C_106,745.07,03/03/2026 08:06:00,,0
TX_1466,C_265,$667.31,03-03-2026 17:21,Crypto_Exchange,0
TX_1467,C_227,506.87,2026-03-07T00:15:00,Dining,0
TX_1468,C_133,-$9999.00,03-07-2026 11:12,Dining,0
TX_1469,C_144,-$9999.00,2026-03-01T19:55:00,Utilities,0
TX_1470,C_167,USD 38.65,03-01-2026 16:30,Utilities,0
TX_1471,C_282,,03-05-2026 19:39,Retail,0
TX_1472,C_237,,2026-03-01 22:49:00,Retail,0
TX_1473,C_152,USD 458.25,2026-03-05T10:41:00,Dining,0
TX_1474,C_286,USD 53.93,03-01-2026 23:32,Retail,0
TX_1475,C_255,$266.35,2026-03-02T23:57:00,Retail,0
TX_1476,C_279,$143.44,2026-03-04 22:40:00,Travel,0
TX_1477,C_291,624.33,2026-03-02T08:14:00,Dining,0
TX_1478,C_169,,2026-03-07T13:27:00,Crypto_Exchange,0
TX_1479,C_192,$427.17,07/03/2026 10:47:00,Dining,0
TX_1480,C_297,$760.66,02/03/2026 07:29:00,,0
TX_1481,C_111,$211.65,2026-03-06 08:49:00,Crypto_Exchange,0
TX_1482,C_145,$472.17,05/03/2026 18:30:00,Dining,0
TX_1483,C_284,234.21,2026-03-01 21:16:00,Retail,0
TX_1484,C_113,USD 193.59,2026-03-06T20:50:00,Crypto_Exchange,0
TX_1485,C_219,658.63,2026-03-04 12:50:00,Retail,0
TX_1486,C_102,174.57,2026-03-07 09:57:00,,0
TX_1487,C_218,504.98,06/03/2026 14:43:00,,0
TX_1488,C_294,USD 132.23,2026-03-05T15:58:00,Travel,0
TX_1489,C_262,746.23,2026-03-04T19:28:00,Gaming,0
TX_1490,C_288,264.85,03/03/2026 08:01:00,Crypto_Exchange,0
TX_1491,C_115,USD 606.35,2026-03-02T01:24:00,Travel,0
TX_1492,C_233,-$9999.00,03-05-2026 05:42,,0
TX_1493,C_124,,2026-03-05T11:41:00,Utilities,0
TX_1494,C_211,819.76,2026-03-03 16:39:00,Dining,0
TX_1495,C_200,707.96,2026-03-04 17:05:00,Crypto_Exchange,0
TX_1496,C_119,USD 120.01,2026-03-07T15:39:00,Travel,0
TX_1497,C_215,-$9999.00,2026-03-02 08:58:00,Gaming,0
TX_1498,C_178,-$9999.00,2026-03-02T08:44:00,Travel,0
TX_1499,C_177,593.86,01/03/2026 11:00:00,Gaming,0
