timestamp,turbine_id,vibration_hz,temp_celsius,rpm
2026-03-02 14:10:00,Turbine_Gamma,,76.97,1542.7
2026-03-01 18:55:00,Turbine_Gamma,44.65,68.6,1485.2
2026-03-01 12:35:00,Turbine_Alpha,50.75,80.59,1486.3
2026-03-02 09:20:00,Turbine_Alpha,52.92,76.69,1476.9
2026-03-02 12:35:00,Turbine_Alpha,58.42,73.87,1577.8
2026-03-01 05:40:00,Turbine_Gamma,53.92,80.6,1485.3
2026-03-02 22:50:00,Turbine_Gamma,53.48,79.22,1504.2
2026-03-01 23:25:00,Turbine_Alpha,53.08,76.77,1464.2
2026-03-01 10:50:00,Turbine_Gamma,48.43,72.17,1537.7
2026-03-02 11:50:00,Turbine_Beta,47.88,81.3,1584.1
2026-03-01 06:40:00,Turbine_Alpha,54.76,67.49,1477.8
2026-03-02 00:20:00,Turbine_Beta,,72.86,1531.1
2026-03-02 16:25:00,Turbine_Beta,49.78,80.39,1571.9
2026-03-01 18:05:00,Turbine_Beta,55.57,76.61,1418.4
2026-03-01 13:00:00,Turbine_Alpha,56.28,,1569.6
2026-03-01 09:15:00,Turbine_Alpha,51.75,80.16,1431.4
2026-03-02 20:20:00,Turbine_Alpha,52.46,73.95,1524.8
2026-03-01 10:00:00,Turbine_Alpha,48.71,78.28,1436.3
2026-03-01 19:15:00,Turbine_Beta,53.75,62.09,1447.5
2026-03-03 00:35:00,Turbine_Alpha,99999.0,80.68,1493.0
2026-03-01 09:20:00,Turbine_Gamma,48.86,78.94,1519.0
2026-03-01 08:50:00,Turbine_Gamma,51.91,67.32,1488.8
2026-03-01 01:30:00,Turbine_Beta,50.72,73.01,1508.2
2026-03-02 03:40:00,Turbine_Alpha,,72.24,1514.0
2026-03-03 01:10:00,Turbine_Gamma,52.82,81.05,1491.4
2026-03-02 13:20:00,Turbine_Beta,49.13,72.89,1561.9
2026-03-02 03:10:00,Turbine_Beta,53.47,72.59,1407.2
2026-03-03 00:05:00,Turbine_Alpha,55.26,,-500.0
2026-03-02 20:55:00,Turbine_Alpha,47.76,77.48,1402.7
2026-03-01 11:25:00,Turbine_Beta,49.29,73.99,1483.6
2026-03-01 20:10:00,Turbine_Alpha,46.4,77.91,1498.1
2026-03-01 21:05:00,Turbine_Beta,51.47,77.27,1517.5
2026-03-02 21:15:00,Turbine_Gamma,54.2,78.26,1497.9
2026-03-01 20:35:00,Turbine_Alpha,49.36,75.38,1402.2
2026-03-02 16:20:00,Turbine_Gamma,44.78,78.56,1492.6
2026-03-02 17:55:00,Turbine_Alpha,47.6,82.82,1478.2
2026-03-02 22:20:00,Turbine_Beta,53.87,73.21,1441.3
2026-03-02 17:20:00,Turbine_Beta,55.18,75.95,1556.9
2026-03-01 13:40:00,Turbine_Alpha,55.37,77.81,1493.5
2026-03-01 07:35:00,Turbine_Alpha,50.93,67.53,1531.6
2026-03-01 19:45:00,Turbine_Beta,50.97,77.8,1432.0
2026-03-01 22:05:00,Turbine_Beta,52.99,75.36,-500.0
2026-03-01 21:15:00,Turbine_Gamma,54.69,78.18,1494.6
2026-03-02 16:15:00,Turbine_Beta,49.97,77.36,-500.0
2026-03-02 12:55:00,Turbine_Gamma,56.62,75.71,1467.6
2026-03-02 12:45:00,Turbine_Alpha,51.86,73.51,1480.6
2026-03-02 03:30:00,Turbine_Beta,48.07,74.64,1512.3
2026-03-02 21:55:00,Turbine_Beta,48.82,66.19,1372.8
2026-03-01 16:30:00,Turbine_Beta,,73.49,1528.3
2026-03-02 14:05:00,Turbine_Beta,58.04,73.21,1462.9
2026-03-01 07:05:00,Turbine_Beta,50.42,79.7,1444.8
2026-03-02 17:15:00,Turbine_Alpha,46.77,72.65,1505.6
2026-03-02 02:10:00,Turbine_Beta,49.53,74.19,1448.4
2026-03-02 22:00:00,Turbine_Gamma,58.43,73.75,1553.7
2026-03-02 15:00:00,Turbine_Beta,49.78,79.66,1475.3
2026-03-01 20:00:00,Turbine_Alpha,48.7,70.78,1459.2
2026-03-02 09:25:00,Turbine_Gamma,53.73,71.52,1544.6
2026-03-01 03:25:00,Turbine_Gamma,51.38,74.48,1572.6
2026-03-02 07:00:00,Turbine_Beta,,81.24,1527.7
2026-03-02 23:00:00,Turbine_Gamma,99999.0,77.22,1414.7
2026-03-01 20:50:00,Turbine_Alpha,50.24,69.41,1499.4
2026-03-02 13:45:00,Turbine_Beta,54.42,72.57,1550.7
2026-03-02 00:55:00,Turbine_Gamma,52.0,71.8,1575.7
2026-03-01 21:40:00,Turbine_Beta,61.54,74.7,1473.7
2026-03-02 12:15:00,Turbine_Beta,52.79,72.04,1411.5
2026-03-01 05:20:00,Turbine_Alpha,55.2,74.82,1561.9
2026-03-02 13:10:00,Turbine_Beta,53.57,73.41,1505.7
2026-03-01 11:55:00,Turbine_Beta,50.58,75.36,1538.9
2026-03-02 09:55:00,Turbine_Gamma,52.61,71.34,1535.8
2026-03-02 02:50:00,Turbine_Alpha,49.92,71.13,1515.5
2026-03-01 02:15:00,Turbine_Gamma,51.08,69.71,1530.5
2026-03-01 10:30:00,Turbine_Alpha,48.94,70.69,1603.0
2026-03-01 13:55:00,Turbine_Gamma,54.99,,1552.1
2026-03-01 06:20:00,Turbine_Alpha,52.89,70.42,1546.4
2026-03-02 09:40:00,Turbine_Gamma,54.72,79.12,1487.6
2026-03-03 01:30:00,Turbine_Beta,56.15,71.08,1564.7
2026-03-01 22:50:00,Turbine_Alpha,52.0,81.14,1517.6
2026-03-02 12:25:00,Turbine_Alpha,63.54,74.1,1477.4
2026-03-01 08:00:00,Turbine_Gamma,50.83,76.35,1497.6
2026-03-02 01:00:00,Turbine_Gamma,51.17,73.09,1495.5
2026-03-02 02:15:00,Turbine_Beta,50.18,71.77,1514.5
2026-03-02 08:30:00,Turbine_Alpha,52.12,68.23,1485.2
2026-03-01 01:55:00,Turbine_Alpha,52.9,74.77,1484.6
2026-03-02 15:15:00,Turbine_Beta,99999.0,80.34,1485.9
2026-03-01 10:25:00,Turbine_Beta,50.37,72.12,1524.6
2026-03-02 03:05:00,Turbine_Gamma,49.75,72.86,-500.0
2026-03-01 18:15:00,Turbine_Beta,47.69,71.26,1566.4
2026-03-02 23:20:00,Turbine_Alpha,52.06,69.69,1513.3
2026-03-01 13:30:00,Turbine_Alpha,46.76,78.63,1499.0
2026-03-01 15:55:00,Turbine_Beta,49.67,68.49,1506.4
2026-03-02 05:35:00,Turbine_Alpha,46.97,73.8,1547.4
2026-03-02 23:45:00,Turbine_Beta,51.98,68.54,1328.5
2026-03-01 22:40:00,Turbine_Gamma,46.65,76.91,1491.0
2026-03-01 08:10:00,Turbine_Alpha,52.05,73.77,1543.0
2026-03-01 08:05:00,Turbine_Alpha,48.41,71.54,1534.4
2026-03-02 09:50:00,Turbine_Gamma,49.08,70.89,1561.5
2026-03-01 05:30:00,Turbine_Alpha,50.18,73.92,1451.6
2026-03-02 15:25:00,Turbine_Alpha,51.14,74.53,1502.2
2026-03-02 17:35:00,Turbine_Gamma,52.7,72.59,1637.8
2026-03-01 06:05:00,Turbine_Alpha,56.33,81.07,1509.5
2026-03-01 05:00:00,Turbine_Gamma,52.67,76.65,1502.6
2026-03-01 02:45:00,Turbine_Alpha,58.64,78.15,1523.5
2026-03-02 06:20:00,Turbine_Alpha,49.36,73.0,1479.0
2026-03-02 13:25:00,Turbine_Beta,53.76,83.31,1517.7
2026-03-01 18:30:00,Turbine_Gamma,58.33,73.48,1523.1
2026-03-02 13:35:00,Turbine_Beta,53.36,73.93,1496.7
2026-03-02 02:35:00,Turbine_Beta,59.9,71.35,1461.5
2026-03-02 21:45:00,Turbine_Gamma,55.98,73.83,1517.4
2026-03-02 17:40:00,Turbine_Alpha,53.05,73.03,1380.5
2026-03-01 22:25:00,Turbine_Alpha,50.87,75.55,1487.0
2026-03-02 16:05:00,Turbine_Beta,54.52,82.81,1464.7
2026-03-01 07:15:00,Turbine_Gamma,46.94,82.82,1472.1
2026-03-02 04:10:00,Turbine_Alpha,48.01,79.29,1614.1
2026-03-01 15:50:00,Turbine_Beta,53.77,75.25,1435.7
2026-03-02 10:30:00,Turbine_Gamma,99999.0,75.21,1591.2
2026-03-01 15:45:00,Turbine_Gamma,54.36,74.77,1547.2
2026-03-01 10:10:00,Turbine_Gamma,47.19,73.84,1462.5
2026-03-02 14:55:00,Turbine_Gamma,52.0,74.91,1603.9
2026-03-02 02:00:00,Turbine_Alpha,49.67,80.15,1440.4
2026-03-01 17:55:00,Turbine_Gamma,51.55,73.8,1515.7
2026-03-02 04:50:00,Turbine_Alpha,46.91,68.07,1505.5
2026-03-01 09:25:00,Turbine_Alpha,55.58,71.12,1495.8
2026-03-02 08:20:00,Turbine_Beta,51.01,75.25,1420.0
2026-03-01 11:40:00,Turbine_Beta,50.87,73.13,1516.7
2026-03-01 01:45:00,Turbine_Gamma,47.64,74.21,1517.6
2026-03-01 08:35:00,Turbine_Gamma,47.62,74.58,1436.7
2026-03-02 20:00:00,Turbine_Alpha,50.28,77.41,1409.4
2026-03-01 15:00:00,Turbine_Beta,49.9,77.52,1495.1
2026-03-01 01:50:00,Turbine_Gamma,53.13,73.86,1462.9
2026-03-03 00:10:00,Turbine_Alpha,45.64,79.41,1516.8
2026-03-01 15:10:00,Turbine_Gamma,55.17,75.75,1544.0
2026-03-01 20:55:00,Turbine_Gamma,,74.71,1494.7
2026-03-02 04:55:00,Turbine_Alpha,48.93,64.84,1606.9
2026-03-03 00:55:00,Turbine_Gamma,,78.95,1480.0
2026-03-01 22:20:00,Turbine_Gamma,54.52,69.3,1430.2
2026-03-02 22:40:00,Turbine_Beta,51.55,69.26,1522.4
2026-03-01 14:50:00,Turbine_Gamma,52.14,78.14,1446.3
2026-03-02 00:10:00,Turbine_Alpha,48.6,70.27,1418.8
2026-03-01 16:50:00,Turbine_Alpha,99999.0,78.74,-500.0
2026-03-01 16:55:00,Turbine_Beta,50.7,76.46,1439.7
2026-03-02 21:10:00,Turbine_Gamma,48.4,81.04,1553.6
2026-03-01 03:40:00,Turbine_Beta,55.34,70.27,1496.6
2026-03-02 06:40:00,Turbine_Gamma,50.31,69.97,1519.6
2026-03-01 16:35:00,Turbine_Gamma,49.61,81.44,1591.4
2026-03-02 13:30:00,Turbine_Beta,55.6,74.79,1492.0
2026-03-02 00:45:00,Turbine_Alpha,52.71,73.42,1557.7
2026-03-01 12:05:00,Turbine_Gamma,51.62,74.73,1434.3
2026-03-01 09:45:00,Turbine_Beta,49.99,75.82,1543.7
2026-03-01 02:30:00,Turbine_Alpha,50.58,,1519.8
2026-03-03 01:55:00,Turbine_Gamma,51.82,75.41,1483.1
2026-03-01 06:15:00,Turbine_Gamma,52.77,75.91,1479.4
2026-03-01 00:50:00,Turbine_Beta,46.13,73.74,1478.3
2026-03-02 06:55:00,Turbine_Beta,53.29,76.18,1492.2
2026-03-01 00:30:00,Turbine_Beta,50.13,75.76,1396.5
2026-03-01 15:40:00,Turbine_Beta,50.61,79.89,1585.2
2026-03-02 10:05:00,Turbine_Beta,54.05,74.4,1446.3
2026-03-01 17:30:00,Turbine_Beta,55.1,,1578.2
2026-03-02 08:00:00,Turbine_Gamma,47.6,76.32,1550.2
2026-03-02 23:30:00,Turbine_Gamma,50.81,72.32,1482.6
2026-03-02 17:00:00,Turbine_Gamma,49.52,76.27,1540.0
2026-03-01 20:20:00,Turbine_Gamma,47.95,72.78,1494.6
2026-03-01 18:10:00,Turbine_Alpha,55.38,,1482.8
2026-03-02 15:45:00,Turbine_Beta,54.3,,1445.2
2026-03-01 19:35:00,Turbine_Gamma,49.73,75.63,1511.5
2026-03-01 19:00:00,Turbine_Alpha,53.53,74.56,1462.7
2026-03-01 00:15:00,Turbine_Gamma,55.55,87.21,1577.7
2026-03-01 18:40:00,Turbine_Alpha,99999.0,76.63,1455.6
2026-03-02 18:15:00,Turbine_Beta,47.52,80.92,1487.4
2026-03-01 03:35:00,Turbine_Gamma,49.99,72.47,1532.6
2026-03-02 14:45:00,Turbine_Alpha,45.98,84.18,1548.4
2026-03-01 08:55:00,Turbine_Gamma,51.89,77.54,1360.3
2026-03-01 13:50:00,Turbine_Alpha,51.72,78.84,1440.7
2026-03-02 04:00:00,Turbine_Beta,52.33,72.08,1495.5
2026-03-02 11:40:00,Turbine_Beta,99999.0,75.91,1548.3
2026-03-02 01:30:00,Turbine_Beta,55.48,76.4,1540.0
2026-03-02 04:35:00,Turbine_Beta,54.26,75.31,1510.3
2026-03-02 04:15:00,Turbine_Gamma,52.6,76.74,1493.8
2026-03-02 15:50:00,Turbine_Gamma,,78.96,1477.6
2026-03-02 16:35:00,Turbine_Alpha,51.62,74.44,1501.9
2026-03-01 16:05:00,Turbine_Alpha,54.27,72.74,1567.0
2026-03-02 05:05:00,Turbine_Alpha,52.1,,1513.9
2026-03-01 05:50:00,Turbine_Gamma,48.16,82.13,1479.5
2026-03-01 17:10:00,Turbine_Alpha,53.19,78.01,-500.0
2026-03-01 17:05:00,Turbine_Gamma,55.65,73.57,1580.5
2026-03-01 16:40:00,Turbine_Beta,48.62,70.83,1483.1
2026-03-02 05:20:00,Turbine_Beta,55.4,,1588.5
2026-03-02 12:00:00,Turbine_Alpha,59.0,70.88,1529.7
2026-03-01 04:35:00,Turbine_Gamma,50.6,76.13,1511.4
2026-03-02 23:40:00,Turbine_Gamma,51.85,75.05,1501.6
2026-03-02 19:15:00,Turbine_Beta,53.36,68.13,-500.0
2026-03-01 20:15:00,Turbine_Beta,47.59,76.47,1519.7
2026-03-01 04:50:00,Turbine_Beta,47.28,78.69,1456.3
2026-03-01 12:20:00,Turbine_Alpha,49.17,74.7,1530.0
2026-03-02 20:10:00,Turbine_Alpha,52.56,69.94,1481.4
2026-03-01 00:40:00,Turbine_Gamma,54.93,63.41,1390.1
2026-03-02 07:25:00,Turbine_Alpha,53.74,70.93,1511.2
2026-03-02 00:50:00,Turbine_Alpha,,66.29,1467.5
2026-03-02 05:15:00,Turbine_Gamma,49.88,81.27,1501.8
2026-03-02 02:20:00,Turbine_Gamma,54.36,68.68,1577.6
2026-03-02 16:00:00,Turbine_Beta,45.21,77.44,1480.9
2026-03-01 12:30:00,Turbine_Alpha,52.07,77.09,1521.8
2026-03-01 12:25:00,Turbine_Beta,47.3,72.27,1504.6
2026-03-02 22:10:00,Turbine_Alpha,49.12,,1527.5
2026-03-03 01:45:00,Turbine_Gamma,54.13,71.58,1512.7
2026-03-02 02:30:00,Turbine_Beta,53.77,80.7,1459.7
2026-03-02 06:30:00,Turbine_Beta,52.37,75.23,1483.8
